,Author,Books,Year Published,Pages
7940,John Thomas,Whispers in the Dark,1936,468
7941,Diana Terry,Dragon's Lair,1754,815
7942,Patrick Hall,Last Train Home,1693,1651
7943,Juan Thompson,Emerald Isle,1632,4745
7944,Beatrice Ortiz,Handmaid's Tale,1821,3166
7945,Rosemary Wright,Dance with Destiny,1675,125
7946,Patricia Meyer,Secret Key,1967,1861
7947,Helen Hernandez,Ruby Red Door,1888,4652
7948,Judy Rose,Last Voyage,1901,4223
7949,Patrick Hall,Dragon's Lair,1654,4939
7950,Eva Wright,Tears of a Clown,1841,2647
7951,Robert Barrett,Silence of the Lambs,1759,1416
7952,Michael Patterson,Rising Sun,1544,2126
7953,Janet Baldwin,Girl on the Train,1639,3639
7954,Melissa Hall,Secret Garden,1549,813
7955,Sandra Craig,Cursed Castle,1658,1061
7956,Cindy Gilbert,Martian,1520,4049
7957,Hazel Greer,Enchanted Castle,1681,599
7958,Patricia Meyer,Enchanted Castle,1951,993
7959,Thomas Simmons,Shadow of the Moon,1601,1948
7960,Jeffrey Williams,Martian,1736,168
7961,Delores Brown,Blood of Our Fathers,1883,1636
7962,Jessie Bowman,Mirror of Truth,1655,3252
7963,Michael Patterson,Lovely Bones,1959,2772
7964,Kelly Franklin,Witch of Blackbird Pond,1610,4007
7965,Michelle Johnson,Dance with Destiny,1955,4274
7966,Richard Freeman,Alchemist,1576,2365
7967,Kevin Ellis,Forbidden Forest,1510,3115
7968,Michael Smith,Lost City of Atlantis,1509,3593
7969,Jeffrey Bowers,Mirror of Truth,1929,1656
7970,Christine Miles,Secrets We Keep,1975,3628
7971,Bernard Brown,Phantom of the Opera,1641,2994
7972,Michael Patterson,Island of Secrets,1717,4769
7973,Eva Wright,Book Thief,2022,3447
7974,Delores Brown,Moonlit Path,1780,1193
7975,Albert Mills,Night Circus,1506,3325
7976,Anthony Davis,Dragon's Lair,1842,739
7977,William Doyle,Island of Secrets,1591,4713
7978,Lydia Martinez,Girl on the Train,1820,454
7979,Alberto Brown,Secrets We Keep,2019,1729
7980,Bernard Brown,Rising Sun,1521,4066
7981,Kenneth May,Time Traveler's Wife,1593,1676
7982,Michael Smith,Witching Hour,1915,598
7983,Diane Robbins,Da Vinci Code,1703,1047
7984,Sandra Craig,Knight's Code,1592,4071
7985,Jacqueline Brown,Fault in Our Stars,1706,2889
7986,James Ross,Last Train Home,1953,2363
7987,Daniel Craig,Maze Runner,1549,4421
7988,Kevin Ellis,Book of Miracles,1591,737
7989,Sherry Bennett,Secret Key,1647,229
7990,Juan Thompson,Help,1532,3929
7991,Beatrice Ortiz,Last Voyage,1594,1670
7992,John Thomas,Great Gatsby,1709,236
7993,Diana Terry,Queen's Gambit,1623,935
7994,Gary Johnson,Edge of Tomorrow,1993,4536
7995,Rita Powell,Fault in Our Stars,1610,581
7996,Robert Barrett,Girl on the Train,1962,2960
7997,Paul Graham,Echoes of the Past,1641,2733
7998,Randy Parker,Shades of Grey,1561,2538
7999,Daniel Craig,Black Cat,1672,3804
8000,Richard Garcia,Dragon's Eye,1731,2568
8001,Richard Garcia,Mask of Deception,1980,2874
8002,Emily Moore,Hunger Games,1607,3406
8003,Kevin Ellis,Rising Sun,1729,4931
8004,Nancy Horton,Crystal Caves,1786,1882
8005,Barbara Farmer,Mirror of Truth,1853,2723
8006,Kelly Franklin,Warrior's Heart,2002,3606
8007,Anthony Davis,Cursed Castle,1643,421
8008,Victor Davis,Lost City of Atlantis,1939,4839
8009,Thomas Simmons,Lord of the Rings,2002,3465
8010,Daniel Craig,Emerald City,1603,3202
8011,Mary Graham,Valley of Dreams,1686,2277
8012,Michael Patterson,Book Thief,1782,3680
8013,Eva Wright,Book Thief,1534,3537
8014,Patricia Simpson,Whispers in the Dark,1719,1951
8015,James Hill,Secret Key,1585,1542
8016,Mary Graham,Dark Tower,1732,1731
8017,Diane Robbins,Great Gatsby,1663,805
8018,Michelle Johnson,Lovely Bones,1796,1068
8019,Helen Hernandez,Fire Within,1888,3193
8020,Ashley Doyle,Fire Within,1580,293
8021,Eva Wright,Enigma of Love,1594,127
8022,Virginia Jackson,Beneath the Silver Moon,1929,435
8023,Kelly Franklin,Mirror of Truth,1741,3735
8024,James Hill,Lost City of Atlantis,1598,1807
8025,William Hamilton,Dark Tower,1969,4423
8026,Rosemary Lucas,Secret Society,1963,4891
8027,Ernest Torres,Beyond the Horizon,2004,4076
8028,Ashley Doyle,Black Cat,1911,1291
8029,Sherry Bennett,Forgotten Realm,1634,4972
8030,Erin Gonzales,Girl on the Train,1632,589
8031,Patricia Simpson,Midnight Garden,1892,1241
8032,Kevin Ellis,Knight's Code,1805,2786
8033,Kevin Ellis,Lost City of Atlantis,1508,3137
8034,Lydia Martinez,Last Train Home,1939,4840
8035,Jeffrey Williams,Girl with the Sapphire Eyes,1528,2145
8036,Kevin Ellis,Art of Deception,1728,4854
8037,Leah Manning,Moonlit Path,1615,579
8038,Bernard Brown,Kite Runner,1526,3079
8039,James Hill,Curse of the Pharaohs,1707,2641
8040,Virginia Jackson,Dragon's Eye,1932,4266
8041,Michelle Wis,Glass Castle,1698,1825
8042,Derrick Brady,Song of Ice and Fire,1877,397
8043,Erin Gonzales,Shadows of the Night,1662,1308
8044,Howard Jenkins,Tears of the Moon,1616,1402
8045,Diana Terry,Book Thief,1578,3343
8046,Ashley Doyle,Dragon's Lair,1637,3094
8047,Anthony Lee,Great Gatsby,1556,4299
8048,Christine Miles,Secrets We Keep,1635,4652
8049,Wilma Jackson,Mirror of Truth,2019,4597
8050,Thomas Simmons,Island of Secrets,1712,1044
8051,Lisa Rios,Shadows of the Night,2014,2579
8052,Michael Smith,Glass Castle,1750,3839
8053,Robert Evans,Heart of the Forest,1615,659
8054,Rosemary Lucas,Dragon's Eye,1561,397
8055,Deanna Owens,Cursed Castle,1579,107
8056,Leonard Stevenson,Shades of Grey,1855,3115
8057,Sandra Craig,Great Gatsby,1583,1462
8058,Thomas Cain,Catcher in the Rye,2010,866
8059,Mary Abbott,Shadow of the Moon,1775,1054
8060,Thomas Simmons,River of Dreams,1911,2516
8061,Patrick Hall,Witch of Blackbird Pond,1536,3446
8062,Tyrone Evans,Crystal Caves,1722,1073
8063,James Ross,Wonders of the World,1966,4532
8064,Melissa Hall,Mists of Avalon,1621,3860
8065,William Hamilton,Island of Secrets,1712,3535
8066,Janet Baldwin,Blood Red Rose,1693,623
8067,James Ross,Last Voyage,1740,1071
8068,William Doyle,Beyond the Horizon,1559,3910
8069,Alberto Brown,Beyond the Horizon,1846,2573
8070,Wendy Walton,Ruby Red Door,1950,4605
8071,Michael Patterson,Fault in Our Stars,1989,4529
8072,Thomas Cain,Island of Secrets,1983,1419
8073,Rosemary Wright,Enigma of Love,1876,2158
8074,Anthony Davis,Fault in Our Stars,1888,1594
8075,James Ross,Whispers in the Dark,1814,307
8076,Patrick Hall,Enigma of Love,1739,4082
8077,Paul Graham,Lighthouse Keeper,1518,610
8078,Michelle Johnson,Witching Hour,1964,2309
8079,Mary Graham,Wonders of the World,1683,4439
8080,Michael Patterson,Secret Life of Bees,2008,4391
8081,Rosemary Lucas,Witch of Blackbird Pond,1578,2664
8082,Gregory Gibbs,Dragon's Eye,1714,3692
8083,Patricia Simpson,Moonlit Path,1637,4742
8084,Robert Barrett,Rising Sun,1821,2642
8085,Frances Rose,Echoes of the Past,1988,3665
8086,Nancy Horton,Tears of the Moon,1853,4664
8087,John Ryan,Dark Tower,1749,2400
8088,Ernest Torres,Alchemist,1764,4918
8089,Richard Freeman,Maze Runner,2000,1589
8090,Alberto Brown,Catcher in the Rye,1800,1037
8091,Michelle Johnson,Shac,1785,3604
8092,William Doyle,Mask of Deception,1541,4749
8093,Ashley Doyle,Maze Runner,1659,2391
8094,Albert Mills,Dragon's Roar,1989,2487
8095,Nancy Horton,Ruby Red Door,1958,440
8096,Lisa Rios,Lost City of Atlantis,1705,1187
8097,Deanna Owens,Warrior's Heart,1511,1048
8098,Sandra Craig,Edge of Tomorrow,1634,3962
8099,Gary Johnson,Lost City of Atlantis,1808,3301
8100,James Ross,Fault in Our Stars,1955,1697
8101,Eva Wright,Girl with the Dragon Tattoo,1983,1013
8102,Jeffrey Williams,Girl with the Sapphire Eyes,1590,4937
8103,Howard Jenkins,Silver Lining,1502,1213
8104,Paul White,Whispers in the Dark,1940,1570
8105,Christine Miles,Kite Runner,1538,4849
8106,Teresa Ray,Ruby Red Door,1894,3528
8107,Paul Graham,Secret Society,1822,2192
8108,Thomas Simmons,Twist of Fate,1506,4376
8109,Helen Hernandez,Blood of Our Fathers,1780,1241
8110,Jeffrey Bowers,Mirror of Truth,1900,4869
8111,Richard Freeman,Song of Ice and Fire,1631,2273
8112,Deanna Owens,Emerald Isle,1676,3315
8113,Delores Brown,Dark Tower,1770,2783
8114,Melissa Hall,Enigma of Love,1807,1169
8115,Frances Rose,River of Dreams,1673,4451
8116,Sandra Craig,Dragon's Lair,1582,511
8117,Christine Miles,Kite Runner,1945,4758
8118,Janet Baldwin,Emerald Isle,1673,1969
8119,Jeffrey Williams,Time Traveler's Wife,1987,4642
8120,Rosemary Wright,Echoes of the Past,1723,186
8121,Diane Robbins,Catcher in the Rye,1794,3489
8122,Carol Sullivan,Dragon's Roar,1886,1604
8123,Michael Smith,Black Cat,1676,1479
8124,Ashley Doyle,Secret Key,1996,4058
8125,Kelly Franklin,Lovely Bones,1898,2139
8126,Carol Sullivan,Shac,1918,2978
8127,Laura Hernandez,Whispering Wind,1939,1440
8128,Melissa Hall,Clockwork Angel,1716,3117
8129,Leonard Stevenson,Last Voyage,1792,3334
8130,Janet Baldwin,Road,1500,4548
8131,Helen Hernandez,Secrets We Keep,1508,595
8132,Ella Harrison,Glass Castle,1686,895
8133,Ella Harrison,Shadows of the Night,1813,2404
8134,Howard Jenkins,Sands of Time,1529,2290
8135,Diane Robbins,Kite Runner,1850,1014
8136,Janet Baldwin,Silence of the Lambs,1984,3410
8137,Albert Mills,Giver,1609,993
8138,Thomas Cain,River of Dreams,1582,297
8139,Leonard Stevenson,Midnight Garden,1872,3882
8140,Cindy Gilbert,Shadow of the Moon,1641,3356
8141,John Thomas,Golden Child,1874,3983
8142,Nancy Horton,Blood Red Rose,1842,2971
8143,Kimberly Medina,Forbidden Forest,1958,2523
8144,Michael Patterson,Midnight Serenade,1604,3575
8145,Patricia Simpson,Forgotten Realm,1975,4969
8146,Helen Hernandez,Tears of a Clown,1530,4270
8147,Virginia Jackson,Queen's Gambit,1954,962
8148,Wendy Walton,Hunger Games,1933,1617
8149,Michael Smith,Twist of Fate,1621,3622
8150,Patrick Hall,Moonlit Path,1823,4202
8151,Paul White,White Queen,1814,1889
8152,Erin Gonzales,Lighthouse Keeper,1868,1633
8153,Michael Smith,Mirror of Truth,1792,3676
8154,Jeffrey Bowers,Hunger Games,1837,4392
8155,Michelle Johnson,Last Train Home,1868,1703
8156,Christine Miles,Shac,1988,3006
8157,William Doyle,White Queen,1522,1605
8158,Delores Brown,Secret Garden,1936,4555
8159,Kenneth May,Book Thief,1620,3124
8160,Kevin Ellis,Enigma of Love,2004,3670
8161,Michael Patterson,Lighthouse Keeper,1877,399
8162,Wilma Jackson,Rising Sun,2016,356
8163,Eva Wright,Tears of a Clown,2015,1811
8164,William Ortiz,River of Dreams,1666,3534
8165,John Thomas,Witching Hour,1737,3059
8166,Victor Davis,Lost City of Atlantis,1717,4565
8167,Patricia Simpson,Tears of the Moon,1839,1720
8168,Richard Garcia,Girl with the Dragon Tattoo,1615,2738
8169,Michelle Johnson,Help,1555,2747
8170,Delores Brown,Enchanted Castle,1712,4749
8171,Sandra Craig,Fault in Our Stars,1882,163
8172,Derrick Brady,Secret Life of Bees,1500,821
8173,Janet Baldwin,Ruby Red Door,1560,1924
8174,Daniel Craig,Secrets We Keep,1656,2991
8175,Wilma Jackson,Dragon's Lair,1502,3782
8176,Hazel Greer,Da Vinci Code,1711,813
8177,Patricia Simpson,Road,1939,3570
8178,Erin Gonzales,Road,1638,4453
8179,Dana Huff,Witch of Blackbird Pond,1733,187
8180,Patricia Simpson,Help,1562,455
8181,Frances Rose,Warrior's Heart,1547,422
8182,Rosemary Lucas,Sands of Time,1631,3884
8183,Michelle Wis,Forbidden Forest,1808,4414
8184,Patrick Hall,Book Thief,1779,580
8185,Michael Patterson,Shades of Grey,1789,3096
8186,Jacqueline Brown,Witching Hour,1868,3251
8187,John Thomas,Knight's Code,1785,1888
8188,Albert Mills,Fire Within,1939,3064
8189,Eric Davis,Secret Garden,1927,4743
8190,Sherry Bennett,Island of Secrets,1884,2916
8191,Jeffrey Williams,Phantom of the Opera,1537,921
8192,Eva Wright,Beneath the Silver Moon,1860,1339
8193,Eric Davis,Whispers in the Dark,1739,3211
8194,Robert Evans,Black Cat,1745,614
8195,Gregory Gibbs,Hunger Games,1555,1856
8196,Anthony Davis,Golden Compass,1968,220
8197,Nancy Horton,Cursed Castle,1842,602
8198,Teresa Ray,Martian,1623,2294
8199,Paul White,Enchanted Princess,1961,655
8200,Rosemary Lucas,Secret Society,1903,1818
8201,John Ryan,Shadows of the Night,1581,4172
8202,Dana Huff,Island of Secrets,1750,1285
8203,Megan Knight,Emerald Isle,1849,2486
8204,Wayne Morrison,Midnight Garden,1900,132
8205,Ashley Doyle,Catcher in the Rye,1871,3011
8206,Kenneth May,Fault in Our Stars,1552,465
8207,Carol Sullivan,Great Gatsby,1660,3640
8208,Rita Powell,Clockwork Angel,1533,2661
8209,Randy Parker,Dark Tower,1887,4396
8210,Eric Davis,Girl with the Dragon Tattoo,1870,3762
8211,Alberto Brown,Queen's Gambit,1736,3332
8212,William Doyle,Witch of Blackbird Pond,1811,3649
8213,Edward May,Last Train Home,1900,1477
8214,Robert Barrett,Beneath the Silver Moon,1503,850
8215,Kenneth May,Help,1700,2644
8216,Jessie Bowman,Twist of Fate,1887,2026
8217,James Ross,Tears of the Moon,1831,4525
8218,James Hill,Catcher in the Rye,1902,2690
8219,Gary Johnson,Black Cat,1749,4835
8220,Michael Patterson,Maze Runner,1863,1439
8221,Michael Smith,Book of Miracles,1592,1100
8222,Megan Knight,Crown of Thorns,1813,4055
8223,Frances Rose,Cursed Castle,1835,3491
8224,James Ross,Wonders of the World,1897,1055
8225,Wendy Walton,Witch of Blackbird Pond,1534,4746
8226,William Hamilton,Mists of Avalon,1588,4194
8227,Janet Baldwin,Martian,1592,340
8228,Linda Ward,Shadows of the Night,1510,233
8229,Wendy Walton,Dance with Destiny,1889,579
8230,Kimberly Medina,Secret Society,1676,4427
8231,William Ortiz,Handmaid's Tale,1695,560
8232,Kevin Ellis,Book of Miracles,1757,2820
8233,Albert Mills,Witch of Blackbird Pond,1679,1521
8234,Kimberly Medina,Shadow of the Moon,1515,2692
8235,Megan Knight,Secret Garden,1562,3325
8236,Michael Smith,Curse of the Pharaohs,1813,4534
8237,Janet Baldwin,Queen's Gambit,1562,159
8238,Charles Johnson,Road,1861,1568
8239,Victoria Brown,Black Cat,1820,1014
8240,Rosemary Lucas,Catcher in the Rye,1831,2042
8241,Carol Sullivan,Emerald City,2007,375
8242,Leonard Stevenson,Whispers in the Dark,1864,1961
8243,Rosemary Lucas,Lovely Bones,1847,3388
8244,Delores Brown,Secret Society,1840,2331
8245,Jacqueline Brown,Crystal Caves,1756,699
8246,Robert Barrett,Dragon's Eye,1696,2456
8247,Jessie Bowman,Witch of Blackbird Pond,1726,2089
8248,Lisa Rios,Witching Hour,2008,2949
8249,Rita Powell,Rising Sun,1570,4491
8250,Kenneth May,White Queen,1929,1420
8251,Lydia Martinez,Silence of the Lambs,1670,4981
8252,Diane Robbins,Echoes of the Past,1864,1450
8253,Linda Ward,Martian,1839,2725
8254,Paul White,Dark Tower,1718,1167
8255,Jessie Bowman,Cursed Castle,1604,885
8256,Victoria Brown,Tears of the Moon,1521,2009
8257,Juan Thompson,Time Traveler's Wife,1893,4351
8258,Sandra Craig,Blood of Our Fathers,1901,3482
8259,Victor Davis,Fault in Our Stars,1966,1549
8260,Eva Wright,Dragon's Eye,1978,1506
8261,Ernest Torres,Kite Runner,1822,4391
8262,Anthony Davis,Dragon's Roar,1965,3416
8263,Anthony Lee,Forgotten Realm,1739,221
8264,Maria Webb,Midnight Carnival,1640,3485
8265,Paul Graham,Secret Garden,1598,776
8266,Thomas Simmons,Silver Lining,1557,2331
8267,Eric Davis,Blood Red Rose,1787,3260
8268,Thomas Cain,Warrior's Heart,1557,1875
8269,Michelle Johnson,Alchemist,1875,3084
8270,Nancy Horton,Shades of Grey,2023,4164
8271,Victoria Brown,Crown of Thorns,1730,3226
8272,Gregory Gibbs,Valley of Dreams,1584,579
8273,Derrick Brady,Beneath the Silver Moon,1564,997
8274,Leonard Stevenson,Silver Lining,1721,1722
8275,Frances Rose,Heart of the Forest,1607,3663
8276,Judy Rose,Blood of Our Fathers,1737,3342
8277,Teresa Ray,Silent Forest,1856,1493
8278,Leah Manning,Enigma of Love,1716,654
8279,Deanna Owens,Lord of the Rings,1843,2571
8280,Janet Baldwin,Glass Castle,1859,1792
8281,William Hamilton,Ruby Red Door,1557,3759
8282,Evelyn Smith,Martian,1662,2784
8283,Jeffrey Williams,Valley of Dreams,1971,3588
8284,Albert Mills,Cursed Castle,1718,4540
8285,Helen Hernandez,Martian,1622,2996
8286,Eric Davis,Mirror of Truth,1507,1547
8287,Timothy Griffin,White Queen,2006,148
8288,Gregory Gibbs,Dark Tower,1644,3748
8289,Michael Patterson,Road,1590,3303
8290,Rosemary Wright,Catcher in the Rye,1571,1330
8291,Rosemary Lucas,Heart of the Forest,1935,3696
8292,Dana Huff,Edge of Tomorrow,1615,3468
8293,Barbara Farmer,Enchanted Castle,2004,2603
8294,Patricia Simpson,Alchemist,1960,3945
8295,Barbara Farmer,Rising Sun,1884,1977
8296,Howard Jenkins,Secret Society,1814,650
8297,Tyrone Evans,Wonders of the World,1894,2790
8298,Patricia Meyer,Lovely Bones,2015,2958
8299,Michael Patterson,In the Arms of the Sea,1610,4327
8300,Kevin Ellis,Dragon's Roar,1758,3029
8301,Jessie Bowman,Forgotten Realm,1944,885
8302,Emily Moore,Midnight Serenade,1857,4997
8303,Cindy Gilbert,Forgotten Realm,1808,3356
8304,Virginia Jackson,Fault in Our Stars,1607,647
8305,Daniel Craig,Great Gatsby,1887,3631
8306,Helen Hernandez,Edge of Tomorrow,1747,2723
8307,Jeffrey Bowers,Lost Kingdom,1766,1184
8308,Richard Freeman,Fire Within,1621,4662
8309,William Hamilton,Dragon's Roar,1747,636
8310,Deanna Owens,Girl with the Dragon Tattoo,1915,2781
8311,Lauren Holland,Road,1996,1136
8312,Ernest Torres,Moonlit Path,1927,3696
8313,Edward May,Emerald Isle,1691,218
8314,Janet Baldwin,In the Arms of the Sea,1621,3138
8315,Gregory Gibbs,Secret Society,1709,2212
8316,Patrick Hall,Girl with the Sapphire Eyes,1695,1204
8317,Erin Gonzales,Enchanted Princess,1735,4216
8318,William Doyle,Lost City of Atlantis,1543,225
8319,Helen Hernandez,Tears of a Clown,2006,2231
8320,John Ryan,Art of Deception,1669,3463
8321,Michael Martinez,Rising Sun,1545,4119
8322,Anthony Lee,Forbidden Forest,1546,2831
8323,Helen Hernandez,Last Voyage,1715,4424
8324,Juan Thompson,Witch of Blackbird Pond,1619,913
8325,Gregory Gibbs,Shades of Grey,1512,4109
8326,Maria Webb,Phantom of the Opera,1702,695
8327,Jeffrey Williams,Lord of the Rings,1541,2337
8328,Richard Garcia,Song of Ice and Fire,1629,3274
8329,Jessie Bowman,Great Gatsby,1934,3483
8330,Gary Johnson,Lovely Bones,1913,4149
8331,Michael Smith,Mirror of Truth,2021,3978
8332,Linda Ward,Rising Sun,1571,2856
8333,Thomas Simmons,Kite Runner,1822,1410
8334,Tracey Walker,Black Cat,1995,4208
8335,Mary Abbott,Queen's Necklace,1955,2888
8336,Mary Graham,Secret Garden,1613,1449
8337,Lauren Holland,Last Train Home,1593,3462
8338,Eric Davis,Golden Compass,1789,3958
8339,James Ross,Fault in Our Stars,2009,4551
8340,Ann Henderson,Whispers in the Dark,1986,2906
8341,Virginia Jackson,Heart of the Forest,1983,978
8342,Frances Rose,Tears of the Moon,1957,4621
8343,Eric Davis,Shac,1605,3293
8344,William Ortiz,Song of Ice and Fire,1524,553
8345,James Hill,Fault in Our Stars,1627,2133
8346,Leah Manning,Whispers in the Dark,1929,1777
8347,Tracey Walker,Blood of Our Fathers,1812,4436
8348,Kimberly Medina,Lighthouse Keeper,1716,4238
8349,Patrick Hall,Lighthouse Keeper,1751,2964
8350,Evelyn Smith,Secret Key,1581,4208
8351,Rita Powell,Queen's Gambit,1524,2617
8352,Mary Graham,Island of Secrets,1818,1458
8353,Helen Hernandez,Forbidden Forest,2004,885
8354,Kenneth May,Last Train Home,1643,4697
8355,Thomas Simmons,Secret Garden,1596,4007
8356,Thomas Cain,Lighthouse Keeper,1570,1159
8357,Victoria Brown,Lost City of Atlantis,1875,3304
8358,Randy Parker,Midnight Carnival,1824,387
8359,Emily Moore,Lost City of Atlantis,1849,1183
8360,Eva Wright,Echoes of the Past,1756,162
8361,William Ortiz,Beneath the Silver Moon,1587,2141
8362,James Hill,Heart of the Forest,1738,4674
8363,Carol Sullivan,Blood of Our Fathers,1566,1284
8364,Laura Hernandez,Martian,1521,2184
8365,Bernard Brown,Glass Castle,1820,4265
8366,Erin Gonzales,Crystal Caves,1969,2406
8367,Thomas Simmons,Forbidden Forest,1952,2347
8368,Beatrice Ortiz,Valley of Dreams,1998,199
8369,Diane Robbins,Last Voyage,1766,4636
8370,Michael Smith,Girl with the Dragon Tattoo,1723,4709
8371,Janet Baldwin,Mists of Avalon,1664,3572
8372,Robert Barrett,Pirate's Treasure,1905,4393
8373,Michael Patterson,Alchemist,1634,211
8374,Carole Kelly,Shadows of the Night,1966,564
8375,Sandra Craig,Queen's Gambit,1845,4652
8376,Tyrone Evans,Queen's Necklace,1636,2928
8377,Michelle Johnson,Island of Secrets,1876,3189
8378,Paul White,Dragon's Eye,1590,4994
8379,James Ross,Help,1671,146
8380,Michael Smith,Emerald Isle,1514,2512
8381,Eva Wright,Tears of a Clown,1573,2011
8382,Kevin Ellis,Girl on the Train,1815,3308
8383,Ernest Torres,Tears of the Moon,1716,4920
8384,Connie Howell,Enchanted Castle,1924,2845
8385,Virginia Jackson,River of Dreams,1831,856
8386,Tracey Walker,Time Traveler's Wife,1633,906
8387,Dana Huff,Lost City of Atlantis,1737,1724
8388,Anthony Davis,Alchemist,1795,123
8389,Wilma Jackson,Queen's Gambit,1723,2654
8390,Wilma Jackson,Rising Sun,1594,3748
8391,Daniel Craig,Wonders of the World,1835,4426
8392,Timothy Griffin,Shades of Grey,1988,890
8393,Patrick Hall,Glass Castle,1934,1911
8394,Maria Webb,Dragon's Eye,1899,124
8395,Albert Mills,Art of Deception,1843,3470
8396,Rosemary Lucas,Silver Lining,1704,3829
8397,Hazel Greer,Alchemist,2008,3180
8398,Eva Wright,Queen's Gambit,1803,2640
